municipio_id,Municipio,Capital,UF
2202604,Castelo do Piauí,Falso,PI
2210656,Sigefredo Pacheco,Falso,PI
2202208,Campo Maior,Falso,PI
2210409,São Miguel do Tapuio,Falso,PI
2205276,Jatobá do Piauí,Falso,PI
2201051,Assunção do Piauí,Falso,PI
2205516,Juazeiro do Piauí,Falso,PI
2207900,Pedro II,Falso,PI
2206357,Milton Brandão,Falso,PI
2205573,Lagoa de São Francisco,Falso,PI
2202406,Capitão de Campos,Falso,PI
2203420,Domingos Mourão,Falso,PI
2201408,Barro Duro,Falso,PI
2209807,São Gonçalo do Piauí,Falso,PI
2207108,Olho D'Água do Piauí,Falso,PI
2210508,São Pedro do Piauí,Falso,PI
2207504,Palmeirais,Falso,PI
2205540,Lagoinha do Piauí,Falso,PI
2208809,Regeneração,Falso,PI
2200202,Água Branca,Falso,PI
2207751,Passagem Franca do Piauí,Falso,PI
2209450,Santo Antônio dos Milagres,Falso,PI
2205250,Jardim do Mulato,Falso,PI
2204600,Hugo Napoleão,Falso,PI
2200103,Agricolândia,Falso,PI
2200509,Amarante,Falso,PI
2200608,Angical do Piauí,Falso,PI
2201002,Arraial,Falso,PI
2204105,Francisco Ayres,Falso,PI
2209609,São Félix do Piauí,Falso,PI
2210383,São Miguel da Baixa Grande,Falso,PI
2204006,Francinópolis,Falso,PI
2211407,Várzea Grande,Falso,PI
2203503,Elesbão Veloso,Falso,PI
2208601,Prata do Piauí,Falso,PI
2209153,Santa Cruz dos Milagres,Falso,PI
2205599,Lagoa do Sítio,Falso,PI
2200905,Aroazes,Falso,PI
2206902,Novo Oriente do Piauí,Falso,PI
2204709,Inhuma,Falso,PI
2201176,Barra D'Alcântara,Falso,PI
2211308,Valença do Piauí,Falso,PI
2208106,Pimenteiras,Falso,PI
2209203,Santa Filomena,Falso,PI
2201150,Baixa Grande do Ribeiro,Falso,PI
2208908,Ribeiro Gonçalves,Falso,PI
2211209,Uruçuí,Falso,PI
2202752,Colônia do Gurguéia,Falso,PI
2206001,Marcos Parente,Falso,PI
2205607,Landri Sales,Falso,PI
2208551,Porto Alegre do Piauí,Falso,PI
2210631,Sebastião Leal,Falso,PI
2200806,Antônio Almeida,Falso,PI
2201705,Bertolínia,Falso,PI
2205904,Manoel Emídio,Falso,PI
2203602,Eliseu Martins,Falso,PI
2210391,São Miguel do Fidalgo,Falso,PI
2202251,Canavieira,Falso,PI
2206704,Nazaré do Piauí,Falso,PI
2209708,São Francisco do Piauí,Falso,PI
2203909,Floriano,Falso,PI
2210102,São José do Peixe,Falso,PI
2205300,Jerumenha,Falso,PI
2204501,Guadalupe,Falso,PI
2205102,Itaueira,Falso,PI
2203800,Flores do Piauí,Falso,PI
2207850,Pavussu,Falso,PI
2209005,Rio Grande do Piauí,Falso,PI
2209757,São Gonçalo do Gurguéia,Falso,PI
2204402,Gilbués,Falso,PI
2201309,Barreiras do Piauí,Falso,PI
2206605,Monte Alegre do Piauí,Falso,PI
2208700,Redenção do Gurguéia,Falso,PI
2209302,Santa Luz,Falso,PI
2200459,Alvorada do Gurguéia,Falso,PI
2203107,Cristino Castro,Falso,PI
2201903,Bom Jesus,Falso,PI
2203230,Currais,Falso,PI
2207405,Palmeira do Piauí,Falso,PI
2201929,Bonfim do Piauí,Falso,PI
2202851,Coronel José Dias,Falso,PI
2209559,São Braz do Piauí,Falso,PI
2200707,Anísio de Abreu,Falso,PI
2210359,São Lourenço do Piauí,Falso,PI
2203354,Dirceu Arcoverde,Falso,PI
2202505,Caracol,Falso,PI
2210607,São Raimundo Nonato,Falso,PI
2211357,Várzea Branca,Falso,PI
2203750,Fartura do Piauí,Falso,PI
2203453,Dom Inocêncio,Falso,PI
2205532,Jurema,Falso,PI
2204550,Guaribas,Falso,PI
2201988,Brejo do Piauí,Falso,PI
2202307,Canto do Buriti,Falso,PI
2207355,Pajeú do Piauí,Falso,PI
2210953,Tamboril do Piauí,Falso,PI
2208858,Riacho Frio,Falso,PI
2207603,Parnaguá,Falso,PI
2203206,Curimatá,Falso,PI
2202901,Corrente,Falso,PI
2201101,Avelino Lopes,Falso,PI
2206654,Morro Cabeça no Tempo,Falso,PI
2210623,Sebastião Barros,Falso,PI
2203008,Cristalândia do Piauí,Falso,PI
2205524,Júlio Borges,Falso,PI
2204808,Ipiranga do Piauí,Falso,PI
2208007,Picos,Falso,PI
2209351,Santana do Piauí,Falso,PI
2209856,São João da Canabrava,Falso,PI
2201804,Bocaina,Falso,PI
2207553,Paquetá,Falso,PI
2211704,Wall Ferraz,Falso,PI
2203404,Dom Expedito Lopes,Falso,PI
2210375,São Luis do Piauí,Falso,PI
2200954,Aroeiras do Itaim,Falso,PI
2209104,Santa Cruz do Piauí,Falso,PI
2204352,Geminiano,Falso,PI
2210201,São José do Piauí,Falso,PI
2210938,Sussuapara,Falso,PI
2210979,Tanque do Piauí,Falso,PI
2209377,Santa Rosa do Piauí,Falso,PI
2202778,Colônia do Piauí,Falso,PI
2209955,São João da Varjota,Falso,PI
2207009,Oeiras,Falso,PI
2202075,Cajazeiras do Piauí,Falso,PI
2210300,São Julião,Falso,PI
2208205,Pio IX,Falso,PI
2204204,Francisco Santos,Falso,PI
2200251,Alagoinha do Piauí,Falso,PI
2209401,Santo Antônio de Lisboa,Falso,PI
2206506,Monsenhor Hipólito,Falso,PI
2200277,Alegrete do Piauí,Falso,PI
2211605,Vila Nova do Piauí,Falso,PI
2211506,Vera Mendes,Falso,PI
2205003,Itainópolis,Falso,PI
2205201,Jaicós,Falso,PI
2202133,Campo Grande do Piauí,Falso,PI
2207207,Padre Marcos,Falso,PI
2204907,Isaías Coelho,Falso,PI
2204303,Fronteiras,Falso,PI
2206050,Massapê do Piauí,Falso,PI
2205953,Marcolândia,Falso,PI
2201572,Belém do Piauí,Falso,PI
2204154,Francisco Macedo,Falso,PI
2202091,Caldeirão Grande do Piauí,Falso,PI
2207777,Patos do Piauí,Falso,PI
2208650,Queimada Nova,Falso,PI
2207801,Paulistana,Falso,PI
2200053,Acauã,Falso,PI
2203271,Curral Novo do Piauí,Falso,PI
2205151,Jacobina do Piauí,Falso,PI
2201739,Betânia do Piauí,Falso,PI
2202554,Caridade do Piauí,Falso,PI
2210706,Simões,Falso,PI
2209500,Santo Inácio do Piauí,Falso,PI
2203859,Floresta do Piauí,Falso,PI
2210805,Simplício Mendes,Falso,PI
2209658,São Francisco de Assis do Piauí,Falso,PI
2201556,Bela Vista do Piauí,Falso,PI
2210904,Socorro do Piauí,Falso,PI
2202109,Campinas do Piauí,Falso,PI
2207306,Paes Landim,Falso,PI
2202802,Conceição do Canindé,Falso,PI
2207959,Nova Santa Rita,Falso,PI
2210003,São João do Piauí,Falso,PI
2202455,Capitão Gervásio Oliveira,Falso,PI
2205359,João Costa,Falso,PI
2202117,Campo Alegre do Fidalgo,Falso,PI
2207934,Pedro Laurentino,Falso,PI
2208874,Ribeira do Piauí,Falso,PI
2205565,Lagoa do Barro do Piauí,Falso,PI
2308906,Morrinhos,Falso,PI
2307908,Martinópole,Falso,CE
2306553,Itarema,Falso,CE
2304251,Cruz,Falso,CE
2307254,Jijoca de Jericoacoara,Falso,CE
2307809,Marco,Falso,CE
2302305,Bela Cruz,Falso,CE
2300200,Acaraú,Falso,CE
2302057,Barroquinha,Falso,CE
2302602,Camocim,Falso,CE
2303907,Chaval,Falso,CE
2304707,Granja,Falso,CE
2305001,Guaraciaba do Norte,Falso,CE
2303402,Carnaubal,Falso,CE
2305308,Ibiapina,Falso,CE
2313609,Ubajara,Falso,CE
2313401,Tianguá,Falso,CE
2314102,Viçosa do Ceará,Falso,CE
2312304,São Benedito,Falso,CE
2304236,Croatá,Falso,CE
2308807,Moraújo,Falso,CE
2304004,Coreaú,Falso,CE
2304509,Frecheirinha,Falso,CE
2313906,Uruoca,Falso,CE
2300507,Alcântaras,Falso,CE
2308203,Meruoca,Falso,CE
2308377,Miraíma,Falso,CE
2306108,Irauçuba,Falso,CE
2312908,Sobral,Falso,CE
2304657,Graça,Falso,CE
2309003,Mucambo,Falso,CE
2308005,Massapê,Falso,CE
2312809,Senador Sá,Falso,CE
2304905,Groaíras,Falso,CE
2303105,Cariré,Falso,CE
2304350,Forquilha,Falso,CE
2312007,Santana do Acaraú,Falso,CE
2309904,Pacujá,Falso,CE
2311009,Poranga,Falso,CE
2313955,Varjota,Falso,CE
2311702,Reriutaba,Falso,CE
2310951,Pires Ferreira,Falso,CE
2305803,Ipu,Falso,CE
2305902,Ipueiras,Falso,CE
2303659,Catunda,Falso,CE
2305209,Hidrolândia,Falso,CE
2312205,Santa Quitéria,Falso,CE
2306405,Itapipoca,Falso,CE
2300754,Amontada,Falso,CE
2313500,Trairi,Falso,CE
2310258,Paraipaba,Falso,CE
2310209,Paracuru,Falso,CE
2312403,São Gonçalo do Amarante,Falso,CE
2313559,Tururu,Falso,CE
2313757,Umirim,Falso,CE
2313807,Uruburetama,Falso,CE
2306306,Itapagé,Falso,CE
2312601,São Luís do Curu,Falso,CE
2304608,General Sampaio,Falso,CE
2310704,Pentecoste,Falso,CE
2313351,Tejuçuoca,Falso,CE
2300903,Apuiarés,Falso,CE
2302800,Canindé,Falso,CE
2306603,Itatira,Falso,CE
2303006,Caridade,Falso,CE
2310407,Paramoti,Falso,CE
2310100,Palmácia,Falso,CE
2302909,Capistrano,Falso,CE
2309102,Mulungu,Falso,CE
2300150,Acarape,Falso,CE
2301208,Aracoiaba,Falso,CE
2301406,Aratuba,Falso,CE
2306504,Itapiúna,Falso,CE
2302107,Baturité,Falso,CE
2311603,Redenção,Falso,CE
2305100,Guaramiranga,Falso,CE
2309805,Pacoti,Falso,CE
2303956,Chorozinho,Falso,CE
2301950,Barreira,Falso,CE
2309458,Ocara,Falso,CE
2302206,Beberibe,Falso,CE
2310852,Pindoretama,Falso,CE
2303501,Cascavel,Falso,CE
2304285,Eusébio,Falso,CE
2307700,Maranguape,Falso,CE
2304954,Guaiúba,Falso,CE
2303709,Caucaia,Falso,CE
2307650,Maracanaú,Falso,CE
2309706,Pacatuba,Falso,CE
2301000,Aquiraz,Falso,CE
2304400,Fortaleza,Verdadeiro,CE
2306256,Itaitinga,Falso,CE
2305233,Horizonte,Falso,CE
2309607,Pacajus,Falso,CE
2313203,Tamboril,Falso,CE
2305605,Independência,Falso,CE
2309409,Novo Oriente,Falso,CE
2311264,Quiterianópolis,Falso,CE
2305654,Ipaporanga,Falso,CE
2304103,Crateús,Falso,CE
2308609,Monsenhor Tabosa,Falso,CE
2301257,Ararendá,Falso,CE
2309300,Nova Russas,Falso,CE
2307635,Madalena,Falso,CE
2302404,Boa Viagem,Falso,CE
2301851,Banabuiú,Falso,CE
2311306,Quixadá,Falso,CE
2303931,Choró,Falso,CE
2311405,Quixeramobim,Falso,CE
2305266,Ibaretama,Falso,CE
2303600,Catarina,Falso,CE
2311900,Saboeiro,Falso,CE
2300408,Aiuaba,Falso,CE
2310308,Parambu,Falso,CE
2313302,Tauá,Falso,CE
2301505,Arneiroz,Falso,CE
2313005,Solonópole,Falso,CE
2304269,Deputado Irapuan Pinheiro,Falso,CE
2310506,Pedra Branca,Falso,CE
2312700,Senador Pompeu,Falso,CE
2308351,Milhã,Falso,CE
2300309,Acopiara,Falso,CE
2310902,Piquet Carneiro,Falso,CE
2308500,Mombaça,Falso,CE
2301109,Aracati,Falso,CE
2306207,Itaiçaba,Falso,CE
2305357,Icapuí,Falso,CE
2304459,Fortim,Falso,CE
2305332,Ibicuitinga,Falso,CE
2311801,Russas,Falso,CE
2312502,São João do Jaguaribe,Falso,CE
2313104,Tabuleiro do Norte,Falso,CE
2300705,Alto Santo,Falso,CE
2311504,Quixeré,Falso,CE
2310001,Palhano,Falso,CE
2308708,Morada Nova,Falso,CE
2307601,Limoeiro do Norte,Falso,CE
2307007,Jaguaruana,Falso,CE
2306702,Jaguaretama,Falso,CE
2306900,Jaguaribe,Falso,CE
2306801,Jaguaribara,Falso,CE
2304277,Ererê,Falso,CE
2310803,Pereiro,Falso,CE
2311231,Potiretama,Falso,CE
2306009,Iracema,Falso,CE
2311355,Quixelô,Falso,CE
2305506,Iguatu,Falso,CE
2303808,Cedro,Falso,CE
2305407,Icó,Falso,CE
2309508,Orós,Falso,CE
2303303,Cariús,Falso,CE
2307403,Jucás,Falso,CE
2314003,Várzea Alegre,Falso,CE
2300804,Antonina do Norte,Falso,CE
2313252,Tarrafas,Falso,CE
2305704,Ipaumirim,Falso,CE
2301802,Baixio,Falso,CE
2313708,Umari,Falso,CE
2307502,Lavras da Mangabeira,Falso,CE
2311959,Salitre,Falso,CE
2301307,Araripe,Falso,CE
2301604,Assaré,Falso,CE
2302701,Campos Sales,Falso,CE
2311207,Potengi,Falso,CE
2300606,Altaneira,Falso,CE
2304806,Granjeiro,Falso,CE
2304301,Farias Brito,Falso,CE
2303204,Caririaçu,Falso,CE
2301703,Aurora,Falso,CE
2302008,Barro,Falso,CE
2308104,Mauriti,Falso,CE
2304202,Crato,Falso,CE
2312106,Santana do Cariri,Falso,CE
2308401,Missão Velha,Falso,CE
2307304,Juazeiro do Norte,Falso,CE
2301901,Barbalha,Falso,CE
2309201,Nova Olinda,Falso,CE
2307106,Jardim,Falso,CE
2311108,Porteiras,Falso,CE
2302503,Brejo Santo,Falso,CE
2310605,Penaforte,Falso,CE
2307205,Jati,Falso,CE
2300101,Abaiara,Falso,CE
2308302,Milagres,Falso,CE
2404408,Grossos,Falso,CE
2413359,Serra do Mel,Falso,RN
2401453,Baraúna,Falso,RN
2411056,Tibau,Falso,RN
2401107,Areia Branca,Falso,RN
2408003,Mossoró,Falso,RN
2403707,Felipe Guerra,Falso,RN
2401008,Apodi,Falso,RN
2404309,Governador Dix-Sept Rosado,Falso,RN
2402303,Caraúbas,Falso,RN
2401305,Campo Grande,Falso,RN
2405207,Janduís,Falso,RN
2414605,Upanema,Falso,RN
2407609,Messias Targino,Falso,RN
2408706,Paraú,Falso,RN
2414456,Triunfo Potiguar,Falso,RN
2406106,Jucurutu,Falso,RN
2412807,São Rafael,Falso,RN
2400703,Alto do Rodrigues,Falso,RN
2400208,Açu,Falso,RN
2402501,Carnaubais,Falso,RN
2404853,Itajá,Falso,RN
2409902,Pendências,Falso,RN
2410256,Porto do Mangue,Falso,RN
2404705,Ipanguaçu,Falso,RN
2407005,Luís Gomes,Falso,RN
2403301,Encanto,Falso,RN
2400406,Água Nova,Falso,RN
2412500,São Miguel,Falso,RN
2402907,Coronel João Pessoa,Falso,RN
2414753,Venha-Ver,Falso,RN
2403202,Doutor Severiano,Falso,RN
2407252,Major Sales,Falso,RN
2410801,Riacho de Santana,Falso,RN
2413607,Severiano Melo,Falso,RN
2411007,Rodolfo Fernandes,Falso,RN
2404903,Itaú,Falso,RN
2410702,Riacho da Cruz,Falso,RN
2410504,Rafael Fernandes,Falso,RN
2406007,José da Penha,Falso,RN
2413805,Taboleiro Grande,Falso,RN
2411908,São Francisco do Oeste,Falso,RN
2400505,Alexandria,Falso,RN
2414100,Tenente Ananias,Falso,RN
2410207,Portalegre,Falso,RN
2403905,Francisco Dantas,Falso,RN
2408607,Paraná,Falso,RN
2407302,Marcelino Vieira,Falso,RN
2409407,Pau dos Ferros,Falso,RN
2414902,Viçosa,Falso,RN
2410009,Pilões,Falso,RN
2404002,Frutuoso Gomes,Falso,RN
2407401,Martins,Falso,RN
2414506,Umarizal,Falso,RN
2400604,Almino Afonso,Falso,RN
2405900,João Dias,Falso,RN
2410603,Rafael Godeiro,Falso,RN
2413557,Serrinha dos Pintos,Falso,RN
2400901,Antônio Martins,Falso,RN
2408409,Olho-d'Água do Borges,Falso,RN
2409308,Patu,Falso,RN
2406908,Lucrécia,Falso,RN
2411601,São Bento do Norte,Falso,RN
2401859,Caiçara do Norte,Falso,RN
2404101,Galinhos,Falso,RN
2407203,Macau,Falso,RN
2404507,Guamaré,Falso,RN
2409605,Pedra Preta,Falso,RN
2405504,Jardim de Angicos,Falso,RN
2409704,Pedro Avelino,Falso,RN
2401909,Caiçara do Rio do Vento,Falso,RN
2403756,Fernando Pedroza,Falso,RN
2400307,Afonso Bezerra,Falso,RN
2406700,Lajes,Falso,RN
2400802,Angicos,Falso,RN
2403806,Florânia,Falso,RN
2413003,São Vicente,Falso,RN
2402709,Cerro Corá,Falso,RN
2414159,Tenente Laurentino Cruz,Falso,RN
2406502,Lagoa Nova,Falso,RN
2401651,Bodó,Falso,RN
2411403,Santana do Matos,Falso,RN
2405603,Jardim de Piranhas,Falso,RN
2412104,São João do Sabugi,Falso,RN
2411809,São Fernando,Falso,RN
2413409,Serra Negra do Norte,Falso,RN
2414308,Timbaúba dos Batistas,Falso,RN
2404804,Ipueira,Falso,RN
2402006,Caicó,Falso,RN
2408508,Ouro Branco,Falso,RN
2412401,São José do Seridó,Falso,RN
2408904,Parelhas,Falso,RN
2403004,Cruzeta,Falso,RN
2411429,Santana do Seridó,Falso,RN
2403400,Equador,Falso,RN
2405702,Jardim do Seridó,Falso,RN
2402402,Carnaúba dos Dantas,Falso,RN
2400109,Acari,Falso,RN
2403103,Currais Novos,Falso,RN
2401602,Bento Fernandes,Falso,RN
2410108,Poço Branco,Falso,RN
2405801,João Câmara,Falso,RN
2405108,Jandaíra,Falso,RN
2408805,Parazinho,Falso,RN
2407906,Monte das Gameleiras,Falso,RN
2413300,Serra de São Bento,Falso,RN
2412302,São José do Campestre,Falso,RN
2411205,Santa Cruz,Falso,RN
2414001,Tangará,Falso,RN
2411700,São Bento do Trairí,Falso,RN
2413706,Sítio Novo,Falso,RN
2406809,Lajes Pintadas,Falso,RN
2402808,Coronel Ezequiel,Falso,RN
2402105,Campo Redondo,Falso,RN
2405009,Jaçanã,Falso,RN
2405405,Japi,Falso,RN
2401503,Barcelona,Falso,RN
2406403,Lagoa de Velhos,Falso,RN
2412906,São Tomé,Falso,RN
2411106,Ruy Barbosa,Falso,RN
2406601,Lagoa Salgada,Falso,RN
2401701,Bom Jesus,Falso,RN
2407807,Monte Alegre,Falso,RN
2404606,Ielmo Marinho,Falso,RN
2401800,Brejinho,Falso,RN
2406155,Jundiá,Falso,RN
2414803,Vera Cruz,Falso,RN
2409209,Passagem,Falso,RN
2408300,Nova Cruz,Falso,RN
2414704,Várzea,Falso,RN
2405306,Boa Saúde,Falso,RN
2406205,Lagoa d'Anta,Falso,RN
2409100,Passa e Fica,Falso,RN
2413508,Serrinha,Falso,RN
2406304,Lagoa de Pedras,Falso,RN
2411502,Santo Antônio,Falso,RN
2410306,Serra Caiada,Falso,RN
2413102,Senador Elói de Souza,Falso,RN
2409332,Santa Maria,Falso,RN
2410900,Riachuelo,Falso,RN
2412708,São Pedro,Falso,RN
2412609,São Paulo do Potengi,Falso,RN
2412559,São Miguel do Gostoso,Falso,RN
2407500,Maxaranguape,Falso,RN
2410405,Pureza,Falso,RN
2408953,Rio do Fogo,Falso,RN
2414407,Touros,Falso,RN
2413904,Taipu,Falso,RN
2409506,Pedra Grande,Falso,RN
2408201,Nísia Floresta,Falso,RN
2412005,São Gonçalo do Amarante,Falso,RN
2402600,Ceará-Mirim,Falso,RN
2407104,Macaíba,Falso,RN
2412203,São José de Mipibu,Falso,RN
2408102,Natal,Verdadeiro,RN
2403608,Extremoz,Falso,RN
2403251,Parnamirim,Falso,RN
2413201,Senador Georgino Avelino,Falso,RN
2403509,Espírito Santo,Falso,RN
2415008,Vila Flor,Falso,RN
2409803,Pedro Velho,Falso,RN
2404200,Goianinha,Falso,RN
2401404,Baía Formosa,Falso,RN
2402204,Canguaretama,Falso,RN
2401206,Arês,Falso,RN
2407708,Montanhas,Falso,RN
2414209,Tibau do Sul,Falso,RN
2513901,São Bento,Falso,RN
2512804,Riacho dos Cavalos,Falso,PB
2504306,Catolé do Rocha,Falso,PB
2514651,São José do Brejo do Cruz,Falso,PB
2502904,Brejo dos Santos,Falso,PB
2502003,Belém do Brejo do Cruz,Falso,PB
2509370,Mato Grosso,Falso,PB
2502300,Bom Sucesso,Falso,PB
2507408,Jericó,Falso,PB
2502805,Brejo do Cruz,Falso,PB
2508109,Lagoa,Falso,PB
2512036,Poço Dantas,Falso,PB
2513653,Joca Claudino,Falso,PB
2502052,Bernardino Batista,Falso,PB
2516904,Uiraúna,Falso,PB
2514503,São José de Piranhas,Falso,PB
2509602,Monte Horebe,Falso,PB
2516805,Triunfo,Falso,PB
2502201,Bom Jesus,Falso,PB
2503704,Cajazeiras,Falso,PB
2503308,Cachoeira dos Índios,Falso,PB
2504108,Carrapateira,Falso,PB
2502409,Bonito de Santa Fé,Falso,PB
2512077,Poço de José de Moura,Falso,PB
2500700,São João do Rio do Peixe,Falso,PB
2513307,Santa Helena,Falso,PB
2505501,Vista Serrana,Falso,PB
2508802,Malta,Falso,PB
2513968,São Domingos,Falso,PB
2512101,Pombal,Falso,PB
2504504,Condado,Falso,PB
2510907,Paulista,Falso,PB
2513927,São Bentinho,Falso,PB
2503753,Cajazeirinhas,Falso,PB
2516201,Sousa,Falso,PB
2514206,São José da Lagoa Tapada,Falso,PB
2517209,Vieirópolis,Falso,PB
2508406,Lastro,Falso,PB
2510006,Nazarezinho,Falso,PB
2500775,Aparecida,Falso,PB
2513984,São Francisco,Falso,PB
2509156,Marizópolis,Falso,PB
2513208,Santa Cruz,Falso,PB
2508703,Mãe d'Água,Falso,PB
2503407,Cacimba de Areia,Falso,PB
2513802,Santa Teresinha,Falso,PB
2510808,Patos,Falso,PB
2514602,São José do Bonfim,Falso,PB
2501153,Areia de Baraúnas,Falso,PB
2510709,Passagem,Falso,PB
2512606,Quixabá,Falso,PB
2514404,São José de Espinharas,Falso,PB
2504207,Catingueira,Falso,PB
2504801,Coremas,Falso,PB
2510402,Olho d'Água,Falso,PB
2505907,Emas,Falso,PB
2513604,Santana dos Garrotes,Falso,PB
2502607,Igaracy,Falso,PB
2511301,Piancó,Falso,PB
2500205,Aguiar,Falso,PB
2510204,Nova Olinda,Falso,PB
2513356,Santa Inês,Falso,PB
2511004,Pedra Branca,Falso,PB
2504405,Conceição,Falso,PB
2513505,Santana de Mangueira,Falso,PB
2507002,Itaporanga,Falso,PB
2505600,Diamante,Falso,PB
2502102,Boa Ventura,Falso,PB
2506608,Ibiara,Falso,PB
2505303,Curral Velho,Falso,PB
2514305,São José de Caiana,Falso,PB
2515708,Serra Grande,Falso,PB
2509396,Maturéia,Falso,PB
2503555,Cacimbas,Falso,PB
2500106,Água Branca,Falso,PB
2505402,Desterro,Falso,PB
2516706,Teixeira,Falso,PB
2506707,Imaculada,Falso,PB
2508000,Juru,Falso,PB
2516607,Tavares,Falso,PB
2512309,Princesa Isabel,Falso,PB
2514552,São José de Princesa,Falso,PB
2509008,Manaíra,Falso,PB
2507804,Junco do Seridó,Falso,PB
2514909,São Mamede,Falso,PB
2517100,Várzea,Falso,PB
2514701,São José do Sabugi,Falso,PB
2513406,Santa Luzia,Falso,PB
2513000,Salgadinho,Falso,PB
2516755,Tenório,Falso,PB
2515401,São Vicente do Seridó,Falso,PB
2507705,Juazeirinho,Falso,PB
2505006,Cubati,Falso,PB
2511400,Picuí,Falso,PB
2511103,Pedra Lavrada,Falso,PB
2506202,Frei Martinho,Falso,PB
2501534,Baraúna,Falso,PB
2510303,Nova Palmeira,Falso,PB
2516508,Taperoá,Falso,PB
2501351,Assunção,Falso,PB
2509701,Monteiro,Falso,PB
2517407,Zabelê,Falso,PB
2512200,Prata,Falso,PB
2514107,São João do Tigre,Falso,PB
2515203,São Sebastião do Umbuzeiro,Falso,PB
2503902,Camalaú,Falso,PB
2510600,Ouro Velho,Falso,PB
2516300,Sumé,Falso,PB
2504850,Coxixola,Falso,PB
2500734,Amparo,Falso,PB
2510659,Parari,Falso,PB
2515500,Serra Branca,Falso,PB
2508505,Livramento,Falso,PB
2514800,São José dos Cordeiros,Falso,PB
2504702,Congo,Falso,PB
2513943,São Domingos do Cariri,Falso,PB
2513851,Santo André,Falso,PB
2512788,Riacho de Santo Antônio,Falso,PB
2514008,São João do Cariri,Falso,PB
2501708,Barra de São Miguel,Falso,PB
2504355,Caturité,Falso,PB
2503100,Cabaceiras,Falso,PB
2500536,Alcantil,Falso,PB
2504074,Caraúbas,Falso,PB
2502508,Boqueirão,Falso,PB
2501575,Barra de Santana,Falso,PB
2506509,Gurjão,Falso,PB
2500908,Arara,Falso,PB
2516102,Soledade,Falso,PB
2510501,Olivedos,Falso,PB
2512002,Pocinhos,Falso,PB
2500577,Algodão de Jandaíra,Falso,PB
2512705,Remígio,Falso,PB
2505352,Damião,Falso,PB
2501609,Barra de Santa Rosa,Falso,PB
2510105,Nova Floresta,Falso,PB
2505105,Cuité,Falso,PB
2516151,Sossêgo,Falso,PB
2516409,Tacima,Falso,PB
2505709,Dona Inês,Falso,PB
2516003,Solânea,Falso,PB
2512747,Riachão,Falso,PB
2501005,Araruna,Falso,PB
2504157,Casserengue,Falso,PB
2503506,Cacimba de Dentro,Falso,PB
2509503,Montadas,Falso,PB
2501203,Areial,Falso,PB
2506004,Esperança,Falso,PB
2515104,São Sebastião de Lagoa de Roça,Falso,PB
2502706,Borborema,Falso,PB
2511608,Pilões,Falso,PB
2501500,Bananeiras,Falso,PB
2515906,Serraria,Falso,PB
2500403,Alagoa Nova,Falso,PB
2501104,Areia,Falso,PB
2500304,Alagoa Grande,Falso,PB
2509339,Matinhas,Falso,PB
2500502,Alagoinha,Falso,PB
2515609,Serra da Raiz,Falso,PB
2515930,Sertãozinho,Falso,PB
2503605,Caiçara,Falso,PB
2511806,Pirpirituba,Falso,PB
2506301,Guarabira,Falso,PB
2508554,Logradouro,Falso,PB
2505808,Duas Estradas,Falso,PB
2505204,Cuitegi,Falso,PB
2508208,Lagoa de Dentro,Falso,PB
2501906,Belém,Falso,PB
2511707,Pilõezinhos,Falso,PB
2509800,Mulungu,Falso,PB
2500809,Araçagi,Falso,PB
2512408,Puxinanã,Falso,PB
2512507,Queimadas,Falso,PB
2504009,Campina Grande,Falso,PB
2506103,Fagundes,Falso,PB
2508307,Lagoa Seca,Falso,PB
2509206,Massaranduba,Falso,PB
2515807,Serra Redonda,Falso,PB
2502151,Boa Vista,Falso,PB
2506400,Gurinhém,Falso,PB
2507606,Juarez Távora,Falso,PB
2503803,Caldas Brandão,Falso,PB
2513109,Salgado de São Félix,Falso,PB
2506905,Itabaiana,Falso,PB
2509404,Mogeiro,Falso,PB
2512754,Riachão do Bacamarte,Falso,PB
2507200,Itatuba,Falso,PB
2506806,Ingá,Falso,PB
2509909,Natuba,Falso,PB
2501302,Aroeiras,Falso,PB
2506251,Gado Bravo,Falso,PB
2513158,Santa Cecília,Falso,PB
2517001,Umbuzeiro,Falso,PB
2505238,Cuité de Mamanguape,Falso,PB
2508901,Mamanguape,Falso,PB
2512903,Rio Tinto,Falso,PB
2509057,Marcação,Falso,PB
2504033,Capim,Falso,PB
2512721,Pedro Régis,Falso,PB
2509305,Mataraca,Falso,PB
2507101,Itapororoca,Falso,PB
2501401,Baía da Traição,Falso,PB
2505279,Curral de Cima,Falso,PB
2507309,Jacaraú,Falso,PB
2515971,Sobrado,Falso,PB
2511509,Pilar,Falso,PB
2515302,Sapé,Falso,PB
2512762,Riachão do Poço,Falso,PB
2507903,Juripiranga,Falso,PB
2509107,Mari,Falso,PB
2504900,Cruz do Espírito Santo,Falso,PB
2515005,São Miguel de Taipu,Falso,PB
2514453,São José dos Ramos,Falso,PB
2507507,João Pessoa,Verdadeiro,PB
2508604,Lucena,Falso,PB
2503209,Cabedelo,Falso,PB
2513703,Santa Rita,Falso,PB
2504603,Conde,Falso,PB
2501807,Bayeux,Falso,PB
2511202,Pedras de Fogo,Falso,PB
2511905,Pitimbu,Falso,PB
2503001,Caaporã,Falso,PB
2500601,Alhandra,Falso,PB
2612455,Santa Cruz,Falso,PB
